id,username,time_created,tweet,retweet_count,location_user,place_tweet
693,htTweets,2019-01-16 21:56:05+05:30,"#Jallikattu2019 | Jallikattu kicks off to a spirited start in Tamil Nadu, more than 100 injured so far
https://t.co/VMLA6RdqL0 https://t.co/NCh0efBPmi",4,India,
694,ndtv,2019-01-16 21:55:51+05:30,"All's not well in the judiciary?

Justice Kailash Gambhir, Former Judge, Delhi High Court, on @LRC_NDTV https://t.co/OKKJD6ik5y",6,India,
695,ndtv,2019-01-16 21:55:31+05:30,"All's not well in the judiciary?

Justice Kailash Gambhir, Former Judge, Delhi High Court, on @LRC_NDTV https://t.co/iILJV4lf9W",1,India,
696,htTweets,2019-01-16 21:55:00+05:30,"‘Will not be bullied’: Trump Attorney General nominee at confirmation hearings
https://t.co/GElqDcI3cT https://t.co/0oOZG5TBzf",1,India,
697,haldaume3,2019-01-16 21:54:18+05:30,"RT @HenaffMikael: New paper with @alfcnz and @ylecun , which we will be presenting at #iclr2019. We learn policies from purely observationa…",8,0.5 DC + 0.5 NYC,
698,IndiaToday,2019-01-16 21:54:12+05:30,RT @BT_India: Cartoon | #startupindia badly hit by #AngelTax | #startup #BTLoL by @ChandanCartoons | Check more cartoons at https://t.co/NE…,7,India,
699,IndiaToday,2019-01-16 21:54:07+05:30,Ram Mandir Row: Chorus grows for ordinance. Watch #NEWSROOM with @rahulkanwal #ITLivestream https://t.co/APDDCEkpVz,3,India,
700,ndtv,2019-01-16 21:54:02+05:30,"All's not well in the judiciary?

Justice Kailash Gambhir, Former Judge, Delhi High Court, on @LRC_NDTV https://t.co/EpU3XFrFYn",3,India,
2274,karpathy,2019-01-17 23:53:21+05:30,pretty cool! https://t.co/FemwBaN9rW,0,Stanford,
703,ManUtd,2019-01-16 21:52:04+05:30,"We love this #MuseumSelfieDay pic! 🤳😭

Tag your Old Trafford Museum &amp; Tour snaps using #MUmuseum... https://t.co/ywJQNQbdu7",178,"Manchester, England",
704,ndtv,2019-01-16 21:51:34+05:30,"All's not well in the judiciary?

Justice Kailash Gambhir, Former Judge, Delhi High Court, on @LRC_NDTV https://t.co/UyjrZLmrTk",7,India,
705,FCBarcelona,2019-01-16 21:51:21+05:30,"🔊 Valverde: ""It's a decisive game and we want to get through to the quarter-finals. Let's hope there is a great atmosphere in the stadium and the fans get behind us as with them we are stronger"" #CopaBarça https://t.co/EVW3jEJoze",86,Barcelona,
706,kdexd,2019-01-16 21:51:19+05:30,"Been a while since I have been using @ai2_allennlp to its full utilization in my source code. It's a beautiful piece of work with neat API and docs. They do ""take masking and padding seriously"" — there's not a single `pack_padded_sequence` in my code now! Shoutout to the team!",0,"Atlanta, GA",
707,dna,2019-01-16 21:51:13+05:30,"Maha Cake Destruction: Mayawati supporters go berserk on her birthday - watch video

https://t.co/WCKGIO9fak",3,India,
708,ndtv,2019-01-16 21:51:05+05:30,"All's not well in the judiciary?

Justice Kailash Gambhir, Former Judge, Delhi High Court, on @LRC_NDTV https://t.co/Cs3RjS1ePW",21,India,
709,the_hindu,2019-01-16 21:50:04+05:30,"In India, which votes for Parliament this spring, Facebook will place electoral ads in a searchable online library starting from next month, said Rob Leathern, a director of product management at the company. https://t.co/trhjajpAA5",3,"Chennai, India",
710,kdnuggets,2019-01-16 21:50:02+05:30,"KDnuggets™ News 19:n03, Jan 16: Top 10 Books on NLP and Text Analysis; End To End Guide For Machine Learning Projects https://t.co/SJXENnjvmo https://t.co/v1RXN9ZNIh",6,"Brookline, MA, USA",
711,mygovindia,2019-01-16 21:47:28+05:30,"To augment capital adequacy and support Indian exports with enhanced ability, Cabinet approves recapitalisation of Export-Import Bank of India. https://t.co/HDwI3mHOL2  #TransformingIndia #CabinetDecisions https://t.co/9HBoLtr2Uw",10,New Delhi,
712,IndiaToday,2019-01-16 21:47:21+05:30,"The collegium system is defective and needs to be revisited: Arghya Sengupta, Founder, Vidhi Centre for Legal Policy 
#NewsToday 
Live: https://t.co/4fqxBVUizL https://t.co/FbmjtBNNIy",1,India,
713,IndianExpress,2019-01-16 21:47:17+05:30,"⚡️ “17-year-old's video makes NGT take action about sand mining in Kerala” 

#StopMining #SaveAlappad

https://t.co/ywMCbImmSA",7,India,
714,ndtv,2019-01-16 21:47:09+05:30,Assam male nurse arrested for sexually harassing cancer patients: Police https://t.co/6XSt7gd3Ts https://t.co/q1dhZNQPVZ,4,India,
715,FCBarcelona,2019-01-16 21:46:51+05:30,"🔊 Valverde: ""Levante have high quality players and they are a team who score a lot of goals. Furthermore, they are getting good results away from home."" #CopaBarça https://t.co/2MhyiIZjo6",67,Barcelona,
716,ndtv,2019-01-16 21:46:43+05:30,"2 students, arrested for killing 16 pups in Kolkata, granted bail https://t.co/GLKLyesAtp https://t.co/gO8hkmF3Ks",3,India,
717,ANI,2019-01-16 21:46:27+05:30,Delhi: Bharatiya Janata Party (BJP) President Amit Shah getting treatment in AIIMS for swine flu. https://t.co/zgqP2sUaJy,209,India,
718,ndtv,2019-01-16 21:46:08+05:30,BJP spent more than Rs. 122 crore for Karnataka poll campaigning last year https://t.co/JdAFmdhcxx https://t.co/sZbMljya7v,26,India,
719,dna,2019-01-16 21:45:53+05:30,"Former Indian hockey captain @imsardarsingh8 named in 13-member selection committee

https://t.co/Zip5xjxqL9",1,India,
720,ndtv,2019-01-16 21:45:34+05:30,BJP wants to show grand alliance will fail: Karnataka Deputy Chief Minister G Parameshwara https://t.co/jYcKcBV7gm https://t.co/ERIOBoIKum,1,India,
721,DDNewsLive,2019-01-16 21:45:00+05:30,"Governor of Odisha, Prof. Ganeshi Lal and Minister for Petroleum &amp; Natural Gas and Skill Development &amp; Entrepreneurship, @dpradhanbjp at the platinum jubilee function of M.N. High school, in Kendrapara, Odisha https://t.co/MHHiSXjxId",2,"New Delhi, India",
722,htTweets,2019-01-16 21:45:00+05:30,"Cows made to walk on fire as a ritual in Karnataka’s harvest festival
https://t.co/WPL5tFGCFo https://t.co/RffFZSBJWx",3,India,
723,ndtv,2019-01-16 21:44:54+05:30,17 giant tunnel-boring machines at work as Mumbai awaits new metro line https://t.co/z1nvFq7wdD https://t.co/pkVjvmuUcm,2,India,
724,dna,2019-01-16 21:44:40+05:30,"RT @dnaAfterHrs: #URI makers surgical strike on piracy

#URITheSurgicalStrike 

https://t.co/oHb4wJIUb6",3,India,
725,ndtv,2019-01-16 21:44:15+05:30,"Four killed in Maharashtra accident, locals set trucks on fire in protest https://t.co/aDOaeuSXry https://t.co/uz8Zj7pfyw",3,India,
726,ndtv,2019-01-16 21:43:40+05:30,"China ""expanding access"" to strategic ports in Pakistan, Sri Lanka: Pentagon https://t.co/NwC0ecAJxO https://t.co/EtUyiJ78CX",3,India,
727,F1,2019-01-16 21:43:16+05:30,"He's Pirelli's tyre chief by day - but by night he pulls a very different sort of stint as a volunteer paramedic 🚑

Read about Mario Isola's double life &gt;&gt; https://t.co/ySHDEoAAmO

#F1 https://t.co/kygKavFZbY",61,Great Britain,
728,dna,2019-01-16 21:43:08+05:30,"US 9/11 attack survivor, Kenyan 'buddies' and Briton among 14 people killed in Nairobi hotel

https://t.co/hnrc4dSCPx",1,India,
729,htTweets,2019-01-16 21:42:50+05:30,"RT @HTSportsNews: #AFCAsianCup2019 | @SpursOfficial star Son Heung-min helps South Korea beat China 2-0

https://t.co/DVBAMVTLqR",1,India,
730,IndiaToday,2019-01-16 21:42:18+05:30,"BJP got highest donation in the financial year 2017-18!
(@patelanandk)
https://t.co/SsYMAbUXvG",7,India,
731,AmitShah,2019-01-16 21:42:13+05:30,"मुझे स्वाइन फ्लू हुआ है, जिसका उपचार चल रहा है। ईश्वर की कृपा, आप सभी के प्रेम और शुभकामनाओं से शीघ्र ही स्वस्थ हो जाऊंगा।",2710,"",
732,ndtv,2019-01-16 21:41:35+05:30,"Kotler award for PM sparks row

Political satirist @akashbanerjee on @LRC_NDTV 
Watch LIVE now on https://t.co/hMlRpgrUU6 and NDTV 24x7 https://t.co/iJnfG0rOVi",14,India,
733,ndtv,2019-01-16 21:40:38+05:30,"Kotler award for PM sparks row

BJP leader Vivek Reddy on @LRC_NDTV 
Watch LIVE now on https://t.co/hMlRpgrUU6 and NDTV 24x7 https://t.co/jx5TX59Bz4",0,India,
734,FCBarcelona,2019-01-16 21:40:31+05:30,[🎥 LIVE] Ernesto Valverde's press conference ahead of the #CopaBarça 👉 https://t.co/m0esTOpfl0 🔵🔴 #ForçaBarça https://t.co/Y6TXYH3jeG,44,Barcelona,
735,the_hindu,2019-01-16 21:40:05+05:30,"Here’s a handy guide to enlist the help of tech to get you to keep those New Year resolutions! 
https://t.co/bxt3d8s2Jt",3,"Chennai, India",
2257,dna,2019-01-18 00:09:45+05:30,"Corbyn still coy on prospect of new Brexit referendum

https://t.co/7rNrhJnINM",0,India,
736,IndianExpress,2019-01-16 21:40:03+05:30,"RT @IExpressSports: #NZvIND

New Zealand ODI squad vs India: Kane Williamson, Trent Boult, Doug Bracewell, Colin de Grandhomme, Lockie Ferg…",5,India,
737,ndtv,2019-01-16 21:39:53+05:30,"Kotler award for PM sparks row

Congress spokesperson @Pawankhera on @LRC_NDTV 
Watch LIVE now on https://t.co/hMlRpgrUU6 and NDTV 24x7 https://t.co/Xd66ZsYMOw",17,India,
738,ndtv,2019-01-16 21:39:13+05:30,"Kotler award for PM sparks row

Political analyst Desh Ratan Nigam on @LRC_NDTV 
Watch LIVE now on https://t.co/hMlRpgrUU6 and NDTV 24x7 https://t.co/3ssHekPDs5",1,India,
739,IndiaToday,2019-01-16 21:39:04+05:30,"SC judges elevation row: We had high hopes that things will improve under CJI Ranjan Gogoi, but unfortunately it has not happened: @pbhushan1
#NewsToday 
Live: https://t.co/4fqxBVUizL https://t.co/E0lYvAHDMb",51,India,
740,dna,2019-01-16 21:38:34+05:30,"India summons Pak HC official over death of civilian in ceasefire violation
https://t.co/iXxUtxuv70 report by @sidhant  &amp; @Ieshan_W

https://t.co/xaLoblBZua",5,India,
741,ndtv,2019-01-16 21:38:28+05:30,"Kotler award for PM sparks row

@rkarnad, Bureau Chief, TheWire, on @LRC_NDTV 
Watch LIVE now on https://t.co/hMlRpgrUU6 and NDTV 24x7 https://t.co/pi3IQmcXo4",19,India,
742,PIB_India,2019-01-16 21:36:45+05:30,"Gandhi #PeacePrize for 2015, 2016, 2017 and 2018 announced. 
Details here:
https://t.co/W4MTWlE2wC",18,New Delhi,
743,ndtv,2019-01-16 21:36:15+05:30,"RT @CricketNDTV: #DavidWarner turns right-hander, hits #ChrisGayle for a six

#BangladeshPremierLeague
#BPL2019
#BPLSeason6
#BPL
#BPLT20
#W…",5,India,
744,IndiaToday,2019-01-16 21:35:09+05:30,"Should appointment of judges be more transparent? Justice Vikramajit Sen (Fmr Judge, SC) shares his views. 
#NewsToday 
Live: https://t.co/4fqxBVUizL https://t.co/7qpfbO3mrY",2,India,
745,htTweets,2019-01-16 21:35:01+05:30,"689 endangered turtles smuggled from UP seized in Bengal
https://t.co/jP3mvV5DOk https://t.co/DqAjSa99pU",2,India,
746,IndianExpress,2019-01-16 21:34:27+05:30,"“In the video, all I have done is express the pain of the people in my village. It’s not a political speech. In my own little way, I’m happy I could contribute to the cause and I’m glad that the public of Kerala are supporting us,” she says. 
Read: https://t.co/tYr34B3OU0 https://t.co/vQkUtS1347",9,India,
747,IndiaToday,2019-01-16 21:33:56+05:30,"What is happening to Pakistan International Airlines?
https://t.co/kxpZd4awtz",3,India,
748,IndianExpress,2019-01-16 21:33:23+05:30,"Sand mining activities began in Alappad in the mid-60s. Though there have been protests by locals over the years citing the environmental fragility of the area, the mining companies remained undisturbed. Until now. 
https://t.co/36n2QLpDxB",7,India,
749,IndianExpress,2019-01-16 21:32:33+05:30,"In the video, she relayed a village’s strong fears about falling off the map due to extensive dredging and excavation works by two public-sector firms. 
https://t.co/LMsr8XEAiF",11,India,
750,IndiaToday,2019-01-16 21:32:24+05:30,"Salute to our jawans.
(@AbhishekBhalla7)
https://t.co/CWD9W4ZNoa",9,India,
751,kdnuggets,2019-01-16 21:31:39+05:30,Text Mining 101: Mining Information From A Resume #KDN https://t.co/lE5RJL1jEl,4,"Brookline, MA, USA",
752,ndtv,2019-01-16 21:31:30+05:30,"""Will Win 73 Plus 1 In UP"": BJP Dismisses Mayawati-Akhilesh Yadav Tie-Up https://t.co/ivGVo81ZmQ #NDTVNewsBeeps https://t.co/eQYZbviGJl",0,India,
753,IndianExpress,2019-01-16 21:31:20+05:30,"Around three weeks ago, the 17-year-old took a video speaking about the environmental impact about the decades-long black sand mining activity in her village. 
 https://t.co/LMsr8XEAiF",10,India,
754,smritiirani,2019-01-16 21:31:10+05:30,Grateful to PM @narendramodi ji &amp; @sureshpprabhu ji for fulfilling textiles industry’s long-standing demand of declaring HSN codes of Technical Textiles items under separate category. 207 items notified as technical textiles will give major boost to the sunrise sector. https://t.co/Nn8SaY9BsY,257,India,
755,IndianExpress,2019-01-16 21:30:26+05:30,"It happened days after the video of a 17-year-old girl from Kerala speaking on the environmental impact of sand mining activity in her coastal village of Alappad went viral.
https://t.co/36n2QLpDxB",73,India,
756,the_hindu,2019-01-16 21:30:10+05:30,"Ms. Nooyi “has been courted as an administration ally by Ivanka Trump, the President’s eldest daughter who is playing a role in the selection of a nominee,” the The New York Times said. https://t.co/YO2kNZZ9Bs",13,"Chennai, India",
757,IndianExpress,2019-01-16 21:29:41+05:30,"RT @IExpressSports: Prajnesh Gunneswaran top-seeded for Chennai Open ATP 

https://t.co/HND4kONltS",1,India,
758,htTweets,2019-01-16 21:28:47+05:30,"RT @htshowbiz: First teaser of @BeingSalmanKhan , #KatrinaKaif’s #Bharat to be out soon, new video reassures fans
https://t.co/TnwLe8iwCR h…",27,India,
759,rajyasabhatv,2019-01-16 21:26:54+05:30,National air cargo policy unveiled at Global Aviation Summit: https://t.co/mmzc1AWWIN via @YouTube,0,TV | Web,
760,CMOfficeUP,2019-01-16 21:25:24+05:30,आज लोकभवन में डॉ. शकुंतला मिश्रा राष्ट्रीय पुनर्वास विश्वविद्यालय की सामान्य परिषद की बैठक को संबोधित करते #UPCM श्री @myogiaditynath जी। https://t.co/rEQTBiP9Oy,28,Lucknow,
761,firstpost,2019-01-16 21:25:20+05:30,"#RamNathKovind appointed Chief Justice of the Karnataka High Court #DineshMaheshwari and Delhi High Court judge #SanjeevKhanna as the #SupremeCourt #Collegium on 10 January had recommended their elevation.
https://t.co/EB2URcFSN1",3,"Mumbai, India",
762,htTweets,2019-01-16 21:25:00+05:30,"Govt clears Rs 4,242-cr income tax filing project, Infosys selected to develop system
https://t.co/mD7w9HPBlW https://t.co/7hqi8v70oJ",4,India,
763,IndiaToday,2019-01-16 21:24:18+05:30,"#VoteOn2019 
KTR-Jagan hold meeting in Hyderabad 
#NewsToday 
Live: https://t.co/4fqxBVUizL https://t.co/RgSgzQ1qoa",2,India,
764,CMOfficeUP,2019-01-16 21:23:41+05:30,#UPCM श्री @myogiadityanath जी ने आज 5-कालिदास स्थित अपने आवास पर केंद्रीय विदेश मंत्री श्रीमती सुषमा स्वराज जी से शिष्टाचार भेंट की। https://t.co/EWLSnZh2P7,59,Lucknow,
765,FCBarcelona,2019-01-16 21:23:36+05:30,"⚠ INFORMATION
The Barcelona metro will be running late until 1.00am following the Barça v Levante game on Thursday evening
#CopaBarça https://t.co/GY7yu3k2jr",161,Barcelona,
800,indiannavy,2019-01-16 21:01:35+05:30,RT @shreyadhoundial: How To Fight DEATH in the Middle of an Ocean with a Broken Back : @abhilashtomy 's Guide To Survival at 10.40 pm tonig…,19,"New Delhi, India",
766,coldplay,2019-01-16 21:23:15+05:30,"The final few of the original Butterfly Package collages signed by the band and limited edition prints signed by Kristjana S Williams are still available, with all proceeds going to help disadvantaged children in London. Info / order at  https://t.co/LStUEI3ueR A https://t.co/0GsnSsqUaw",384,Harveytown,
767,IndianExpress,2019-01-16 21:23:07+05:30,"Amrapali flats booked for meagre sum of Re 1 per sq ft: Auditors to SC  
https://t.co/YHKlYUoX3f",1,India,
768,firstpost,2019-01-16 21:23:07+05:30,"#Yeddyurappa has been setting ""deadlines"" for bringing down the #HDKumaraswamy government. The latest one has led to an explosion of publicity.
https://t.co/jiXM2Mx9h8 | Cartoon by: @MANJULtoons https://t.co/tI3lIN4QPo",7,"Mumbai, India",
769,IndiaToday,2019-01-16 21:21:47+05:30,"The expenses include cost incurred by the party on its star campaigners, media, publicity, processions, helicopter sorties, election paraphernalia and road travel of its leaders and candidates.
https://t.co/vz9sOkQhmI",12,India,
770,IndiaToday,2019-01-16 21:21:25+05:30,RT @ITGDsports: Head coach Ravi Shastri and chief selector MSK Prasad have said Rishabh Pant will definitely be part of India’s World Cup p…,4,India,
771,the_hindu,2019-01-16 21:20:05+05:30,"Karnataka swimmer Srihari Nataraj emerged as the most prolific gold medal winner, as he added two more on January 15 to fetch a total of seven. 
 https://t.co/2GloIfCXcv",8,"Chennai, India",
772,IndiaToday,2019-01-16 21:19:39+05:30,"#NatakaInKarnataka
There is no threat to govt in Karnataka: @H_D_Devegowda tells @sardesairajdeep 
#NewsToday 
Live: https://t.co/4fqxBVUizL https://t.co/N55lO4iIXs",6,India,
773,ZeeNews,2019-01-16 21:19:09+05:30,"Vishal Krishna set to marry Anisha Alla, announces on Twitter

https://t.co/rK5BYIAdMN",1,India,
774,ndtv,2019-01-16 21:18:58+05:30,Wishes Pour In For Arun Jaitley As He Flies To US For Treatment https://t.co/DBVYzOl9g8 #NDTVNewsBeeps #ArunJaitley https://t.co/0nGv8CYUz8,3,India,
775,firstpost,2019-01-16 21:15:04+05:30,"A senior police officer associated with the investigation said that a Delhi-based illegal immigration mafia was behind the operation in #Kerala.

https://t.co/cUZ4QwxK09",3,"Mumbai, India",
776,htTweets,2019-01-16 21:15:01+05:30,"Islamic State claims Syria suicide bomb attack targeting American troops
https://t.co/rngW0RZe14 https://t.co/6HPqXi0az0",2,India,
777,IndianExpress,2019-01-16 21:15:00+05:30,"Telangana CM KCR meets YSR Congress' Jagan Reddy to discuss a federal front of non-Congress and non-BJP leaders, ahead of the 2019 Lok Sabha election.
See more: https://t.co/T3JUVphMq7 https://t.co/G7FMv9BPxL",2,India,
778,IndianExpress,2019-01-16 21:14:31+05:30,RT @InUthdotcom: Luxury tents at the #KumbhMela2019 are fancier than you'll ever be @prayagrajkumbh #uttarpradesh https://t.co/4KgIQrthNq,4,India,
779,ndtv,2019-01-16 21:14:07+05:30,"RT @Sports_NDTV: Mitika Gunele, Raj Sahiba, Babyrojisana Chanu enter semis of Under-17 boxing

#KheloIndiaYouthGames2019

READ: https://t.c…",2,India,
780,IndiaToday,2019-01-16 21:14:01+05:30,"RT @Showbiz_IT: .@anitahasnandani to @SurbhiChandna: TV actresses share amazing transformation pics
https://t.co/LBk4TecKX0 https://t.co/wX…",4,India,
781,indiannavy,2019-01-16 21:13:21+05:30,RT @RajeevPatrakar: Please watch 'Samunder Ka Sikandar' on Commander Abhilash Tommy with me at 9:40 tonight on NDTV India @indiannavy https…,12,"New Delhi, India",
